연번,인증번호,인증구분,인증등급,지역코드,시군구,지역(시설)명,인증대상,신청기관,면적,용도구분,인증일자,인증만료일,인증기관
17863,11435,예비,우수,경상북도,영양군,서부1리 할아버지경로당 신축공사,건축물,영양군청,116.98,노유자시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17864,11436,예비,우수,경기도,평택시,수원출입국. 외국인청 평택출장소 신축,건축물,법무부,2278.36,업무시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17865,11437,예비,우수,제주특별자치도,제주시,납읍초 증개축 및 별관동 수리공사 설계용역,건축물,제주시교육지원청,6037.9,교육연구시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17866,11438,예비,우수,제주특별자치도,제주시,한림초 씨름장,건축물,제주시교육지원청,361.01,교육연구시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17867,11439,예비,일반,경상북도,영양군,영양소방서 비상대기시설,건축물,안동소방서,359.1,업무시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17868,11440,예비,우수,전라북도,군산시,선양동 공동화장실,건축물,군산시,46.49,제1종 근린생활시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17869,11441,예비,우수,전라북도,익산시,익산남중동우체국,건축물,전북지방우정청,353.1,제1종 근린생활시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국생산성본부인증원
17870,11442,예비,우수,서울특별시,강동구,명일1동 주민센터 일원 복합화 사업,건축물,서울주택도시공사,15211.77,업무시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17871,11443,예비,우수,경기도,김포시,(가칭)양원고등학교 신축공사,건축물,경기도 김포교육지원청,13131,교육연구시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17872,11444,예비,우수,서울특별시,동대문구,간데메공원 지하주차장,건축물,동대문구청,3508.44,자동차 관련 시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17873,11445,예비,우수,전라북도,전주시,효자4동 주민센터(복합커뮤니티센터) 건립사업,건축물,전주시청,3563.41,업무시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17874,11446,예비,우수,경상남도,사천시,사천 일반산업단지 재생사업 공용주차장,건축물,사천시청,6485.08,자동차 관련 시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17875,11447,예비,우수,전라남도,광양시,백계산 동백정원 공중화장실,건축물,광양시청,37.4,제1종 근린생활시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17876,11448,예비,우수,광주광역시,북구,전남대 캠퍼스혁신파크 도시첨단산업단지 HUB동,건축물,토지주택공사,21625,근린생활시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17877,11449,예비,우수,충청남도,예산군,예산고덕우체국,건축물,우정사업조달센터,178.53,제1종 근린생활시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17878,11450,예비,우수,대구광역시,서구,비룡경로당,건축물,대구광역시 서구청,138.53,노유자시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17879,11451,예비,우수,경상남도,김해시,삼방경로당,건축물,김해시청,81.41,노유자시설,2025-02-05,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17880,6429,본,우수,충청북도,청주시,청남대 나라사랑 리더십 교육문화원,건축물,청남대 관리사무소,4222.23,교육연구시설,2025-02-06,2035-02-05,(사)한국녹색기후기술원
17881,11452,예비,우수,서울특별시,송파구,한국체육대학교 다목적체육관,건축물,아라천마배움터 주식회사,5975.78,교육연구시설,2025-02-06,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17882,6430,본,우수,부산광역시,남구,우암동복합청사,건축물,부산광역시 남구청,1801.73,업무시설,2025-02-06,2035-02-05,한국교육녹색환경연구원
17883,6431,본,우수,전라남도,담양군,한재골 숲속놀이센터,건축물,담양군청,279,문화 및 집회시설,2025-02-06,2035-02-05,(사)한국녹색기후기술원
17884,6432,본,우수,경상남도,김해시,한림1구 경로당,건축물,김해시청,108.07,노유자시설,2025-02-06,2035-02-05,한국생산성본부인증원
17885,6433,본,우수,경기도,광명시,광명시 어울리기 문화발전소,건축물,광명시청,458.45,제1종 근린생활시설,2025-02-07,2035-02-06,한국장애인개발원
17886,6434,본,우수,부산광역시,부산진구,밭개마을센터,건축물,부산광역시 부산진구청,338.47,제1종 근린생활시설,2025-02-07,2035-02-06,한국생산성본부인증원
17887,11453,예비,우수,경상북도,영덕군,영해면 도시재생뉴딜사업 예주복합어울림센터,건축물,영덕군청,2066.02,제1종 근린생활시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17888,11454,예비,우수,충청남도,공주시,금강홍수통제소,건축물,금강홍수통제소,2875.63,업무시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17889,11455,예비,우수,부산광역시,남구,부산 그린스타트업타운,건축물,(재)부산테크노파크,6487.08,교육연구시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17890,6435,본,우수,강원특별자치도,정선군,정선군 공립 사북하나어린이집,건축물,정선군청,1308.17,노유자시설,2025-02-07,2035-02-06,한국환경건축연구원
17891,11456,예비,우수,전라북도,고창군,수테마 관광활성화사업 공중화장실,건축물,고창군청,25.35,제1종 근린생활시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17892,11457,예비,우수,경기도,평택시,(가칭)도일1초등학교,건축물,경기도평택교육지원청,15481.53,교육연구시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17893,6436,본,우수,경상북도,문경시,당포초등학교 소규모 옥외체육관,건축물,경상북도문경교육지원청,419.9,교육연구시설,2025-02-07,2035-02-06,(사)한국녹색기후기술원
17894,11458,예비,우수,전라남도,강진군,강진군 반다비 체육센터 건립사업,건축물,강진군청,2106.36,운동시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17895,11459,예비,우수,전라남도,신안군,자은 땅콩랜드 야외무대(막구조),건축물,신안군청,1350,문화 및 집회시설,2025-02-07,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17896,11460,예비,우수,인천광역시,서구,제3 연륙교 도로관리사업소,건축물,(주)포스코이앤씨,2343.46,업무시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인고용공단
17897,11461,예비,우수,울산광역시,울주군,(가칭)서사유치원,건축물,울산광역시교육청,4279.09,노유자시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,한국농어촌공사
17898,11462,예비,우수,충청북도,증평군,단군전 공중(장애인화장실) 설치공사,건축물,증평군청,12.69,제1종 근린생활시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17899,11463,예비,우수,강원특별자치도,태백시,태백시 교동(부녀) 경로당,건축물,태백시청,193.98,노유자시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17900,11464,예비,우수,전라북도,고창군,고리포 어촌뉴딜사업 휴락체험센터,건축물,한국농어촌공사 고창지사,581.66,제1종 근린생활시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17901,6437,본,우수,경기도,오산시,경기 아이드림오산센터,건축물,오산시청,2762.86,노유자시설,2025-02-10,2035-02-09,한국부동산원
17902,11465,예비,우수,대전광역시,중구,생활 SOC 학교시설 복합화(대전고) 사업,건축물,대전광역시청,5592.2,교육연구시설,2025-02-10,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17903,6438,본,우수,경기도,양주시,양주 덕계지구대,건축물,경기도북부경찰청,325,제1종 근린생활시설,2025-02-10,2035-02-09,한국장애인개발원
17904,6439,본,우수,경상북도,경주시,황오커뮤니티센터,건축물,경주시청 도시재생과,5986.77,자동차 관련 시설,2025-02-10,2035-02-09,한국부동산원
17905,6440,본,우수,강원특별자치도,양구군,양구군 평생학습관,건축물,양구군청,2871.58,문화 및 집회시설,2025-02-10,2035-02-09,(사)한국녹색기후기술원
17906,6441,본,우수,경상북도,문경시,산북보건지소,건축물,문경시보건소,451.74,제1종 근린생활시설,2025-02-11,2035-02-10,(사)한국녹색기후기술원
17907,11466,예비,우수,전라북도,김제시,김제시 화물자동차 공영차고지 조성사업(관리동),건축물,김제시청,172.44,자동차 관련 시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17908,11467,예비,우수,충청북도,청주시,미호강 생태공원 편의시설 사업(화장실),건축물,청주시청,31.32,제1종 근린생활시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국녹색기후기술원
17909,11468,예비,우수,경기도,안산시,다목적 노인여가복지관,건축물,안산시청,968.49,노유자시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17910,11469,예비,우수,강원특별자치도,춘천시,석사공원 공중화장실,건축물,춘천시청,24.9,제1종 근린생활시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,(사)한국건축시공기술사협회
17911,11470,예비,우수,인천광역시,부평구,신촌초등학교 급식소,건축물,인천광역시북부교육지원청,957.05,교육연구시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,(주)크레비즈인증원
17912,11471,예비,우수,강원특별자치도,삼척시,국민체육센터(수영장) 건립사업,건축물,삼척시청,4760.2,운동시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국교육녹색환경연구원
17913,11472,예비,우수,경기도,고양시,고양장항 공공주택지구 근린공원 1호 화장실,건축물,한국토지주택공사 경기북부지역본부,73.88,제1종 근린생활시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17914,6442,본,우수,대구광역시,북구,검단들공원 화장실,건축물,대구도시개발공사 공공건축처,115.92,제1종 근린생활시설,2025-02-11,2035-02-10,한국장애인개발원
17915,11473,예비,우수,경상남도,양산시,삼장수마을 관광자원화사업 공원,공원,양산시청 문화관광과,9346,공원,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
17916,6443,본,우수,대구광역시,북구,금호워터폴리스공원 화장실,건축물,대구도시개발공사 공공건축처,167.4,제1종 근린생활시설,2025-02-11,2035-02-10,한국장애인개발원
17917,11474,예비,우수,경상남도,양산시,삼장수마을 관광자원사업 건축물,건축물,양산시청 문화관광과,68.28,제1종 근린생활시설,2025-02-11,본인증 교부전 또는 사용승인 후 1년 이내,한국장애인개발원
